Order,Family,Subfamily,Genus,Species,Type Species?,"Exemplar RefSeq
Accession Number","Exemplar GenBank
Accession Number",Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Unassigned,Polydnaviridae,,Ichnovirus,Campoletis flavicincta ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143084
Unassigned,Polydnaviridae,,Ichnovirus,Campoletis sonorensis ichnovirus,1,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143085
Unassigned,Polydnaviridae,,Ichnovirus,Casinaria arjuna ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143086
Unassigned,Polydnaviridae,,Ichnovirus,Casinaria forcipata ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143087
Unassigned,Polydnaviridae,,Ichnovirus,Casinaria infesta ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143088
Unassigned,Polydnaviridae,,Ichnovirus,Diadegma acronyctae ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143089
Unassigned,Polydnaviridae,,Ichnovirus,Diadegma interruptum ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143090
Unassigned,Polydnaviridae,,Ichnovirus,Diadegma terebrans ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143091
Unassigned,Polydnaviridae,,Ichnovirus,Enytus montanus ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143092
Unassigned,Polydnaviridae,,Ichnovirus,Eriborus terebrans ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143093
Unassigned,Polydnaviridae,,Ichnovirus,Glypta fumiferanae ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143094
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter annulipes ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143095
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter exiguae ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143096
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter fugitivus ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143097
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter lymantriae ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143098
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter pilosulus ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143099
Unassigned,Polydnaviridae,,Ichnovirus,Hyposoter rivalis ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143100
Unassigned,Polydnaviridae,,Ichnovirus,Olesicampe benefactor ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143101
Unassigned,Polydnaviridae,,Ichnovirus,Olesicampe geniculatae ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143102
Unassigned,Polydnaviridae,,Ichnovirus,Synetaeris tenuifemur ichnovirus,0,,,,dsDNA,"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143103
Unassigned,Polyomaviridae,,Polyomavirus,African green monkey polyomavirus,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143107
Unassigned,Polyomaviridae,,Polyomavirus,Baboon polyomavirus 2,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143108
Unassigned,Polyomaviridae,,Polyomavirus,BK polyomavirus,0,,,,dsDNA,"Renamed,Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143109
Unassigned,Polyomaviridae,,Polyomavirus,Bovine polyomavirus,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143110
Unassigned,Polyomaviridae,,Polyomavirus,Budgerigar fledgling disease polyomavirus,0,,,,dsDNA,"Renamed,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143111
Unassigned,Polyomaviridae,,Polyomavirus,Hamster polyomavirus,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143112
Unassigned,Polyomaviridae,,Polyomavirus,Human polyomavirus,0,,,,dsDNA,"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143113
Unassigned,Polyomaviridae,,Polyomavirus,JC polyomavirus,0,,,,dsDNA,"Renamed,Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143114
Unassigned,Polyomaviridae,,Polyomavirus,Murine pneumotropic virus,0,,,,dsDNA,"Renamed,Moved,Removed as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143115
Unassigned,Polyomaviridae,,Polyomavirus,Murine polyomavirus,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143116
Unassigned,Polyomaviridae,,Polyomavirus,Rabbit kidney vacuolating virus,0,,,,dsDNA,"Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143117
Unassigned,Polyomaviridae,,Polyomavirus,Simian virus 12,0,,,,dsDNA,"Renamed,Moved,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143118
Unassigned,Polyomaviridae,,Polyomavirus,Simian virus 40,1,,,,dsDNA,"Moved,Assigned as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143119
Unassigned,Pospiviroidae,,Apscaviroid,Apple dimple fruit viroid,0,NC_003463,X99487,Di Serio,Viroid,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143123
Unassigned,Pospiviroidae,,Apscaviroid,Apple scar skin viroid,1,NC_001340,X17696,China,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143124
Unassigned,Pospiviroidae,,Apscaviroid,Australian grapevine viroid,0,NC_003553,X17101,Rezaian,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143125
Unassigned,Pospiviroidae,,Apscaviroid,Citrus bent leaf viroid,0,NC_001651,U21125,225,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143126
Unassigned,Pospiviroidae,,Apscaviroid,Citrus dwarfing viroid,0,NC_003264,AF447788,E21a,Viroid,"Renamed,",24,2005.253P.04.CitrusDwarf,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143127
Unassigned,Pospiviroidae,,Apscaviroid,Citrus viroid V,0,NC_010165,EF617306,Spain ,Viroid,"New,",25,"2009.013a,bP.v1.Apscaviroid-2Sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143128
Unassigned,Pospiviroidae,,Apscaviroid,Citrus viroid VI,0,NC_004359,AB019508,JCVd 1,Viroid,"New,",25,"2009.013a,bP.v1.Apscaviroid-2Sp",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143129
Unassigned,Pospiviroidae,,Apscaviroid,Grapevine yellow speckle viroid 1,0,NC_001920,AF059712,type 3,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143130
Unassigned,Pospiviroidae,,Apscaviroid,Grapevine yellow speckle viroid 2,0,NC_003612,J04348,Koltunow,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143131
Unassigned,Pospiviroidae,,Apscaviroid,Pear blister canker viroid,0,NC_001830,D12823,Hernandez,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143132
Unassigned,Pospiviroidae,,Cocadviroid,Citrus bark cracking viroid,0,NC_003539,X14638,Saenger,Viroid,"Renamed,",24,2005.254P.04.CitrusbarkCra,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143134
Unassigned,Pospiviroidae,,Cocadviroid,Coconut cadang-cadang viroid,1,NC_001462,J02049,ccrna1-fast,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143135
Unassigned,Pospiviroidae,,Cocadviroid,Coconut tinangaja viroid,0,NC_001471,M20731,Keese,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143136
Unassigned,Pospiviroidae,,Cocadviroid,Hop latent viroid,0,NC_003611,X07397,Saenger,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143137
Unassigned,Pospiviroidae,,Coleviroid,Coleus blumei viroid 1,1,NC_003681,X52960,Spieker,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143139
Unassigned,Pospiviroidae,,Coleviroid,Coleus blumei viroid 2,0,NC_003682,X95365,RL,Viroid,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143140
Unassigned,Pospiviroidae,,Coleviroid,Coleus blumei viroid 3,0,NC_003683,X95290,FR,Viroid,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143141
Unassigned,Pospiviroidae,,Hostuviroid,Dahlia latent viroid,0,NC_020160,JX263426,4706174,Viroid,"New,",29,2014.003aP.A.v2.Hostuviroid_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143144
Unassigned,Pospiviroidae,,Hostuviroid,Hop stunt viroid,1,NC_001351,X06719,citrus 2,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143143
Unassigned,Pospiviroidae,,Pospiviroid,Chrysanthemum stunt viroid,0,NC_002015,V01107,Haseloff,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143146
Unassigned,Pospiviroidae,,Pospiviroid,Citrus exocortis viroid,0,NC_001464,J02053,Gross,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143147
Unassigned,Pospiviroidae,,Pospiviroid,Columnea latent viroid,0,NC_003538,X15663,clone pCOL3.12,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143148
Unassigned,Pospiviroidae,,Pospiviroid,Iresine viroid 1,0,NC_003613,X95734,Spieker,Viroid,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143149
Unassigned,Pospiviroidae,,Pospiviroid,Pepper chat fruit viroid,0,NC_011590,FJ409044,Verhoeven,Viroid,"New,",26,2010.010aP.A.v1.Pospiviroid-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143151
Unassigned,Pospiviroidae,,Pospiviroid,Potato spindle tuber viroid,1,NC_002030,V01465,Gross,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143152
Unassigned,Pospiviroidae,,Pospiviroid,Tomato apical stunt viroid,0,NC_001553,K00818,Kiefer,Viroid,"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143153
Unassigned,Pospiviroidae,,Pospiviroid,Tomato chlorotic dwarf viroid,0,NC_000885,AF162131,Singh,Viroid,"New,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143154
Unassigned,Pospiviroidae,,Pospiviroid,Tomato planta macho viroid,0,NC_001558,K00817,Kiefer,Viroid,"Merged,",29,2014.002aP.A.v1.Pospiviroid_sprem,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143155
Unassigned,Potyviridae,,Brambyvirus,Blackberry virus Y,1,NC_008558,AY994084,Arkansas 3,ssRNA(+),"New,Assigned as Type Species,",25,2008.016-020P.v2.Brambyvirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143159
Unassigned,Potyviridae,,Bymovirus,Barley mild mosaic virus,0,RNA1:NC_003483; RNA2:NC_003482,RNA1:Y10973; RNA2:X90904,UK-F,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143161
Unassigned,Potyviridae,,Bymovirus,Barley yellow mosaic virus,1,RNA1:NC_002990; RNA2:NC_002991,RNA1:AJ132268; RNA2:AJ132269,China: Yancheng,ssRNA(+),"New,Assigned as Type Species,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143162
Unassigned,Potyviridae,,Bymovirus,Oat mosaic virus,0,RNA1:NC_004016; RNA2:NC_004017,RNA1:AJ306718; RNA2:AJ306719,UK Cranbrook,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143163
Unassigned,Potyviridae,,Bymovirus,Rice necrosis mosaic virus,0,,,,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143164
Unassigned,Potyviridae,,Bymovirus,Wheat spindle streak mosaic virus,0,,,,ssRNA(+),"New,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143165
Unassigned,Potyviridae,,Bymovirus,Wheat yellow mosaic virus,0,RNA1:NC_002350; RNA2:NC_002349,RNA1:D86634; RNA2:D86635,J,ssRNA(+),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143166
Unassigned,Potyviridae,,Ipomovirus,Cassava brown streak virus,0,,GQ329864,Kiabakan,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143168
Unassigned,Potyviridae,,Ipomovirus,Cucumber vein yellowing virus,0,NC_006941,AY578085,ALM32,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143169
Unassigned,Potyviridae,,Ipomovirus,Squash vein yellowing virus,0,NC_010521,EU259611,Florida ,ssRNA(+),"New,",24,2007.072P.04.SpIpomovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143170
Unassigned,Potyviridae,,Ipomovirus,Sweet potato mild mottle virus,1,NC_003797,Z73124,Colinet,ssRNA(+),"New,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143171
Unassigned,Potyviridae,,Ipomovirus,Tomato mild mottle virus,0,,HE600072,Ethiopia ,ssRNA(+),"Moved,",28,"2013.012a,bP.A.v2.Potyviridae_spmove",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143172
Unassigned,Potyviridae,,Ipomovirus,Ugandan cassava brown streak virus,0,,FJ039520,MLB3 ,ssRNA(+),"New,",26,2010.001aP.A.v2.Ipomovirus-Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143173
Unassigned,Potyviridae,,Macluravirus,Alpinia mosaic virus,0,,,,ssRNA(+),"Moved,",24,2007.071P.04.SpMacluraviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143175
Unassigned,Potyviridae,,Macluravirus,Cardamom mosaic virus,0,,,,ssRNA(+),"Moved,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143176
Unassigned,Potyviridae,,Macluravirus,Chinese yam necrotic mosaic virus,0,NC_018455,AB710145,PES3 ,ssRNA(+),"New,",24,2007.071P.04.SpMacluraviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143177
Unassigned,Potyviridae,,Macluravirus,Maclura mosaic virus,1,,,,ssRNA(+),"New,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143178
Unassigned,Potyviridae,,Macluravirus,Narcissus latent virus,0,,,,ssRNA(+),"New,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143179
Unassigned,Potyviridae,,Macluravirus,Ranunculus latent virus,0,,,,ssRNA(+),"New,",24,2007.071P.04.SpMacluraviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143180
Unassigned,Potyviridae,,Poacevirus,Sugarcane streak mosaic virus,0,NC_014037,GQ388116,PAK ,ssRNA(+),"Moved,",26,2009.004a-iP.A.v2.Poacevirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143182
Unassigned,Potyviridae,,Poacevirus,Triticum mosaic virus,1,NC_012799,FJ263671,U06-123 ,ssRNA(+),"New,Assigned as Type Species,",26,2009.004a-iP.A.v2.Poacevirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143183
Unassigned,Potyviridae,,Potyvirus,Algerian watermelon mosaic virus,0,NC_010736,EU410442,H4 ,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143185
Unassigned,Potyviridae,,Potyvirus,Alstroemeria mosaic virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143186
Unassigned,Potyviridae,,Potyvirus,Alternanthera mild mosaic virus,0,,,,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143187
Unassigned,Potyviridae,,Potyvirus,Amaranthus leaf mottle virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143188
Unassigned,Potyviridae,,Potyvirus,Amazon lily mosaic virus,0,,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143189
Unassigned,Potyviridae,,Potyvirus,Angelica virus Y,0,,,,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143190
Unassigned,Potyviridae,,Potyvirus,Apium virus Y,0,NC_014905,HM363516,Ce ,ssRNA(+),"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143191
Unassigned,Potyviridae,,Potyvirus,Araujia mosaic virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143192
Unassigned,Potyviridae,,Potyvirus,Arracacha mottle virus,0,NC_018176,DQ925486,C-17 ,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143193
Unassigned,Potyviridae,,Potyvirus,Artichoke latent virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143194
Unassigned,Potyviridae,,Potyvirus,Asparagus virus 1,0,,KJ830760,DSMZ PV-0954 ,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143195
Unassigned,Potyviridae,,Potyvirus,Banana bract mosaic virus,0,NC_009745,DQ851496,Philippines,ssRNA(+),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143196
Unassigned,Potyviridae,,Potyvirus,Basella rugose mosaic virus,0,,DQ851494,Vietnam Haiphong,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143197
Unassigned,Potyviridae,,Potyvirus,Bean common mosaic necrosis virus,0,,AY138897,Washington,ssRNA(+),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143198
Unassigned,Potyviridae,,Potyvirus,Bean common mosaic virus,0,,U34972,P2,ssRNA(+),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143199
Unassigned,Potyviridae,,Potyvirus,Bean yellow mosaic virus,0,,U47033,S,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143200
Unassigned,Potyviridae,,Potyvirus,Beet mosaic virus,0,NC_005304,AY206394,Wa,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143201
Unassigned,Potyviridae,,Potyvirus,Bidens mosaic virus,0,,KF649336,SP01 ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143331
Unassigned,Potyviridae,,Potyvirus,Bidens mottle virus,0,,EU250210,B12 ,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143202
Unassigned,Potyviridae,,Potyvirus,Blue squill virus A,0,,JN052072,KP1,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143332
Unassigned,Potyviridae,,Potyvirus,Brugmansia mosaic virus,0,,JX867236,Korea-DJ ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143333
Unassigned,Potyviridae,,Potyvirus,Brugmansia suaveolens mottle virus,0,NC_014536,AB551370,BR-Campinas,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143203
Unassigned,Potyviridae,,Potyvirus,Butterfly flower mosaic virus,0,,,,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143204
Unassigned,Potyviridae,,Potyvirus,Calanthe mild mosaic virus,0,,,,ssRNA(+),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143205
Unassigned,Potyviridae,,Potyvirus,Calla lily latent virus,0,,EF105297,m19 ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143334
Unassigned,Potyviridae,,Potyvirus,Canna yellow streak virus,0,NC_013261,GQ421689,UK,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143206
Unassigned,Potyviridae,,Potyvirus,Carnation vein mottle virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143207
Unassigned,Potyviridae,,Potyvirus,Carrot thin leaf virus,0,NC_025254,JX156434,CTLV-Cs ,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143208
Unassigned,Potyviridae,,Potyvirus,Carrot virus Y,0,,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143209
Unassigned,Potyviridae,,Potyvirus,Celery mosaic virus,0,NC_015393,HQ676607,California ,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143210
Unassigned,Potyviridae,,Potyvirus,Ceratobium mosaic virus,0,,,,ssRNA(+),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143211
Unassigned,Potyviridae,,Potyvirus,Chilli ringspot virus,0,NC_016044,JN008909,HN/14 ,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143212
Unassigned,Potyviridae,,Potyvirus,Chilli veinal mottle virus,0,NC_005778,AJ237843,India pepper vein banding virus,ssRNA(+),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143213
Unassigned,Potyviridae,,Potyvirus,Chinese artichoke mosaic virus,0,,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143214
Unassigned,Potyviridae,,Potyvirus,Clitoria virus Y,0,,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143215
Unassigned,Potyviridae,,Potyvirus,Clover yellow vein virus,0,NC_003536,AB011819,30,ssRNA(+),"Merged,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143216
Unassigned,Potyviridae,,Potyvirus,Cocksfoot streak virus,0,NC_003742,AF499738,Goetz & Maiss,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143217
Unassigned,Potyviridae,,Potyvirus,Colombian datura virus,0,NC_020072,JQ801448,UK,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143218
Unassigned,Potyviridae,,Potyvirus,Commelina mosaic virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143219
Unassigned,Potyviridae,,Potyvirus,Cowpea aphid-borne mosaic virus,0,NC_004013,AF348210,Zimbabwe,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143220
Unassigned,Potyviridae,,Potyvirus,Cowpea green vein banding virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143221
Unassigned,Potyviridae,,Potyvirus,Cypripedium virus Y,0,,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143222
Unassigned,Potyviridae,,Potyvirus,Cyrtanthus elatus virus A,0,,JQ723475,Marijiniup 7 ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143340
Unassigned,Potyviridae,,Potyvirus,Daphne mosaic virus,0,NC_008028,DQ299908,Czech Republic,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143223
Unassigned,Potyviridae,,Potyvirus,Dasheen mosaic virus,0,NC_003537,AJ298033,China M13,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143224
Unassigned,Potyviridae,,Potyvirus,Datura shoestring virus,0,,,,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20143225
